t,o,h,l,c,v
1644292800000,44163.0,44185.0,44075.0,44113.0,194677
1644293700000,44114.0,44161.0,44059.0,44088.0,127510
1644294600000,44089.0,44231.0,44086.0,44207.0,133158
1644295500000,44205.0,44346.0,44176.0,44346.0,214349
1644296400000,44346.0,44369.0,44264.0,44317.0,144507
1644297300000,44317.0,44324.0,44215.0,44288.0,142918
1644298200000,44288.0,44426.0,44251.0,44425.0,181749
1644299100000,44425.0,45034.0,44417.0,44865.0,1420605
1644300000000,44865.0,45350.0,44769.0,45198.0,1303681
1644300900000,45198.0,45500.0,45070.0,45120.0,839548
1644301800000,45123.0,45123.0,44569.0,44687.0,934742
1644302700000,44686.0,44815.0,44538.0,44785.0,312627
1644303600000,44784.0,44802.0,44606.0,44747.0,215296
1644304500000,44749.0,44866.0,44685.0,44800.0,166453
1644305400000,44800.0,44928.0,44750.0,44863.0,177951
1644306300000,44862.0,44901.0,44800.0,44854.0,107857
1644307200000,44853.0,44905.0,44206.0,44327.0,713953
1644308100000,44327.0,44328.0,44078.0,44206.0,774071
1644309000000,44206.0,44273.0,44011.0,44103.0,519456
1644309900000,44102.0,44232.0,43780.0,43987.0,694603
1644310800000,43987.0,44105.0,43558.0,43568.0,905883
1644311700000,43569.0,43847.0,43517.0,43837.0,653537
1644312600000,43837.0,44149.0,43800.0,44110.0,669033
1644313500000,44110.0,44137.0,43750.0,43838.0,630112
1644314400000,43834.0,43911.0,43601.0,43659.0,497651
1644315300000,43658.0,43828.0,43568.0,43828.0,289573
1644316200000,43827.0,43831.0,43710.0,43725.0,165540
1644317100000,43725.0,43920.0,43725.0,43851.0,191837
1644318000000,43851.0,44046.0,43792.0,43796.0,244241
1644318900000,43792.0,43921.0,43701.0,43763.0,198227
1644319800000,43764.0,43896.0,43741.0,43819.0,133856
1644320700000,43809.0,43984.0,43720.0,43979.0,223008
1644321600000,43972.0,43972.0,43711.0,43771.0,232116
1644322500000,43771.0,43771.0,43227.0,43257.0,990171
1644323400000,43264.0,43359.0,43121.0,43303.0,728623
1644324300000,43303.0,43450.0,43147.0,43443.0,407696
1644325200000,43444.0,43528.0,43309.0,43321.0,414818
1644326100000,43321.0,43450.0,43201.0,43440.0,357460
1644327000000,43440.0,43554.0,43370.0,43450.0,303299
1644327900000,43447.0,43615.0,43414.0,43611.0,180939
1644328800000,43611.0,43648.0,43559.0,43572.0,146642
1644329700000,43571.0,43668.0,43571.0,43583.0,164604
1644330600000,43584.0,43882.0,43511.0,43730.0,595759
1644331500000,43730.0,43816.0,43543.0,43564.0,422622
1644332400000,43565.0,43565.0,43007.0,43041.0,1121103
1644333300000,43041.0,43276.0,42865.0,43173.0,931677
1644334200000,43172.0,43264.0,43033.0,43250.0,416031
1644335100000,43250.0,43461.0,43249.0,43419.0,407288
1644336000000,43418.0,43538.0,43300.0,43451.0,429391
1644336900000,43456.0,43584.0,43421.0,43560.0,384362
1644337800000,43561.0,43682.0,43433.0,43471.0,311417
1644338700000,43471.0,43550.0,42918.0,43009.0,927855
1644339600000,43008.0,43224.0,42870.0,42973.0,679076
1644340500000,42973.0,43146.0,42783.0,42861.0,627200
1644341400000,42860.0,42990.0,42650.0,42868.0,772653
1644342300000,42868.0,43057.0,42821.0,42951.0,320024
1644343200000,42951.0,43120.0,42914.0,43115.0,266815
1644344100000,43115.0,43155.0,43029.0,43121.0,235509
1644345000000,43121.0,43222.0,43051.0,43054.0,248872
1644345900000,43054.0,43100.0,42840.0,42955.0,298657
1644346800000,42956.0,43090.0,42866.0,43029.0,214816
1644347700000,43020.0,43121.0,42700.0,42724.0,493379
1644348600000,42723.0,43054.0,42700.0,42883.0,479788
1644349500000,42876.0,43030.0,42787.0,42986.0,357348
1644350400000,42985.0,43267.0,42929.0,43262.0,340988
1644351300000,43262.0,43608.0,43226.0,43607.0,632560
1644352200000,43607.0,44100.0,43556.0,44012.0,1404854
1644353100000,44018.0,44317.0,43920.0,44239.0,854032
1644354000000,44238.0,44366.0,43887.0,43928.0,748046
1644354900000,43923.0,44171.0,43923.0,44073.0,459321
1644355800000,44073.0,44322.0,44012.0,44298.0,484545
1644356700000,44298.0,44305.0,44146.0,44165.0,180030
1644357600000,44164.0,44246.0,44042.0,44051.0,216101
1644358500000,44051.0,44086.0,43993.0,44019.0,155429
1644359400000,44020.0,44084.0,43852.0,43982.0,207901
1644360300000,43983.0,44079.0,43944.0,44043.0,139339
1644361200000,44043.0,44134.0,44002.0,44071.0,103816
1644362100000,44072.0,44270.0,44064.0,44266.0,144678
1644363000000,44265.0,44281.0,44111.0,44164.0,155079
1644363900000,44165.0,44165.0,44008.0,44034.0,155559
1644364800000,44033.0,44127.0,43984.0,44098.0,185481
1644365700000,44100.0,44178.0,43950.0,43988.0,226997
1644366600000,43990.0,44246.0,43944.0,44246.0,284966
1644367500000,44236.0,44300.0,44139.0,44221.0,220676
1644368400000,44221.0,44221.0,44060.0,44099.0,124144
1644369300000,44099.0,44121.0,43990.0,44034.0,125450
1644370200000,44033.0,44139.0,43914.0,44018.0,227876
1644371100000,44019.0,44036.0,43800.0,43851.0,268846
1644372000000,43850.0,43918.0,43340.0,43341.0,733032
1644372900000,43340.0,43423.0,43266.0,43296.0,379644
1644373800000,43296.0,43308.0,43101.0,43188.0,335876
1644374700000,43188.0,43319.0,43188.0,43315.0,130360
1644375600000,43315.0,43391.0,43235.0,43280.0,162671
1644376500000,43280.0,43413.0,43279.0,43403.0,110394
1644377400000,43401.0,43458.0,43352.0,43369.0,104217
1644378300000,43369.0,43390.0,43280.0,43319.0,73933
1644379200000,43319.0,43475.0,43301.0,43469.0,119918
1644380100000,43469.0,43514.0,43420.0,43441.0,125355
1644381000000,43441.0,43517.0,43392.0,43442.0,67078
1644381900000,43443.0,43550.0,43428.0,43450.0,148036
1644382800000,43449.0,43489.0,43190.0,43238.0,208118
1644383700000,43237.0,43346.0,43111.0,43311.0,178161
1644384600000,43312.0,43704.0,43309.0,43683.0,249979
1644385500000,43677.0,43725.0,43543.0,43575.0,208933
1644386400000,43574.0,43670.0,43519.0,43588.0,84578
1644387300000,43589.0,43727.0,43571.0,43672.0,109379
1644388200000,43672.0,43775.0,43630.0,43730.0,113608
1644389100000,43729.0,43801.0,43652.0,43683.0,125603
1644390000000,43683.0,43740.0,43626.0,43694.0,102615
1644390900000,43694.0,43694.0,43485.0,43512.0,236439
1644391800000,43513.0,43539.0,43403.0,43471.0,203246
1644392700000,43480.0,43900.0,43480.0,43783.0,300383
1644393600000,43786.0,43920.0,43655.0,43703.0,391637
1644394500000,43703.0,43758.0,43225.0,43310.0,733902
1644395400000,43310.0,43347.0,43174.0,43277.0,339778
1644396300000,43277.0,43449.0,43277.0,43376.0,301888
1644397200000,43376.0,43537.0,43376.0,43512.0,221491
1644398100000,43512.0,43635.0,43434.0,43546.0,167147
1644399000000,43547.0,43654.0,43296.0,43474.0,254276
1644399900000,43493.0,43563.0,43344.0,43372.0,170329
1644400800000,43372.0,43623.0,43350.0,43558.0,247634
1644401700000,43558.0,43709.0,43511.0,43610.0,222655
1644402600000,43600.0,43648.0,43510.0,43517.0,96224
1644403500000,43518.0,43605.0,43444.0,43593.0,79292
1644404400000,43592.0,43660.0,43354.0,43449.0,301573
1644405300000,43444.0,43611.0,43419.0,43603.0,120550
1644406200000,43603.0,43701.0,43553.0,43661.0,137338
1644407100000,43660.0,43813.0,43660.0,43708.0,242963
1644408000000,43701.0,43881.0,43622.0,43811.0,249847
1644408900000,43819.0,43840.0,43744.0,43798.0,116751
1644409800000,43798.0,44270.0,43764.0,44268.0,782495
1644410700000,44270.0,44320.0,44002.0,44111.0,374168
1644411600000,44112.0,44428.0,44032.0,44328.0,458345
1644412500000,44327.0,44380.0,44169.0,44210.0,287307
1644413400000,44203.0,44261.0,44044.0,44175.0,365209
1644414300000,44175.0,44175.0,43855.0,43936.0,357382
1644415200000,43937.0,43976.0,43778.0,43914.0,326331
1644416100000,43911.0,44045.0,43841.0,43961.0,210408
1644417000000,43962.0,44237.0,43918.0,44128.0,337055
1644417900000,44132.0,44237.0,44012.0,44077.0,282877
1644418800000,44078.0,44187.0,44008.0,44016.0,270660
1644419700000,44016.0,44023.0,43850.0,43986.0,316386
1644420600000,43987.0,44061.0,43819.0,43825.0,269219
1644421500000,43822.0,43890.0,43788.0,43863.0,213252
1644422400000,43863.0,44012.0,43560.0,43746.0,722921
1644423300000,43746.0,43840.0,43674.0,43782.0,186198
1644424200000,43783.0,43940.0,43726.0,43939.0,203570
1644425100000,43939.0,44122.0,43938.0,44070.0,269676
1644426000000,44071.0,44155.0,44031.0,44110.0,199968
1644426900000,44110.0,44289.0,44109.0,44158.0,268830
1644427800000,44158.0,44214.0,44027.0,44145.0,151050
1644428700000,44138.0,44191.0,43965.0,44041.0,166059
1644429600000,44040.0,44095.0,43950.0,43957.0,144178
1644430500000,43962.0,44027.0,43962.0,44026.0,45122
